b,theta,rho_mean,rho_std
1.0,0.0,0.9949182999999999,0.035804365657152906
1.0,0.1,0.9949182999999999,0.035804365657152906
1.0,0.2,0.9949182999999999,0.035804365657152906
1.0,0.3,0.9949182999999999,0.035804365657152906
1.0,0.4,0.9949182999999999,0.035804365657152906
1.0,0.5,0.9949182999999999,0.035804365657152906
1.0,0.6,0.9949182999999999,0.035804365657152906
1.0,0.7,0.9949182999999999,0.035804365657152906
1.0,0.8,0.9949182999999999,0.035804365657152906
1.0,0.9,0.9949182999999999,0.035804365657152906
1.0,1.0,0.9949182999999999,0.035804365657152906
1.1,0.0,0.9858463000000001,0.07698347006955127
1.1,0.1,0.9858463000000001,0.07698347006955127
1.1,0.2,0.98675,0.0808527983311635
1.1,0.3,0.9816211000000001,0.07963576451373383
1.1,0.4,0.9533412,0.13521377603206147
1.1,0.5,0.9522272,0.13741318825066287
1.1,0.6,0.9522738,0.1372632240710666
1.1,0.7,0.9522738,0.1372632240710666
1.1,0.8,0.9522738,0.1372632240710666
1.1,0.9,0.9522738,0.1372632240710666
1.1,1.0,0.9522738,0.1372632240710666
1.2,0.0,0.9729049999999999,0.1025524258980535
1.2,0.1,0.9787508000000001,0.09494812112097871
1.2,0.2,0.9663185,0.1499615928902188
1.2,0.3,0.9090829,0.21692987074351466
1.2,0.4,0.8484054000000001,0.25686655261312935
1.2,0.5,0.8617883000000001,0.24721396513891983
1.2,0.6,0.8499348000000002,0.26102336007338495
1.2,0.7,0.8447545000000001,0.26668408636427765
1.2,0.8,0.844068,0.2675851389329717
1.2,0.9,0.844068,0.2675851389329717
1.2,1.0,0.844068,0.2675851389329717
1.3,0.0,0.9538363000000001,0.15656310380172683
1.3,0.1,0.9089171999999999,0.2278790867985951
1.3,0.2,0.8478406,0.2909646701793289
1.3,0.3,0.7647290999999999,0.3191019040555996
1.3,0.4,0.6941336,0.3420664810288707
1.3,0.5,0.7259441000000001,0.3375562124383841
1.3,0.6,0.6930502000000002,0.3461806651959568
1.3,0.7,0.6878412000000002,0.34258121822918713
1.3,0.8,0.6878412000000002,0.34258121822918713
1.3,0.9,0.6878412000000002,0.34258121822918713
1.3,1.0,0.6878412000000002,0.34258121822918713
1.4,0.0,0.8859844,0.2630610891386795
1.4,0.1,0.8082425999999999,0.33984104172933083
1.4,0.2,0.6691856999999999,0.3936737828835038
1.4,0.3,0.5377107999999999,0.38280086186924706
1.4,0.4,0.35196000000000005,0.301807745758786
1.4,0.5,0.4000664,0.34059758180639454
1.4,0.6,0.4115425,0.3353669773392224
1.4,0.7,0.41324619999999995,0.33722155458141023
1.4,0.8,0.4133575,0.3371401067726843
1.4,0.9,0.4133575,0.3371401067726843
1.4,1.0,0.4133575,0.3371401067726843
1.5,0.0,0.8787907000000001,0.2732874565722091
1.5,0.1,0.6498403000000001,0.42036345387827745
