topo,z,b,theta,L,net_realization,rho_mean,rho_std,seconds
BA,16,1.5,0.3,3,13,0.6211865000000001,0.4313220953042303,7.81226921081543
BA,16,1.5,0.3,4,13,0.6345755,0.4627586817119014,7.792452096939087
BA,16,1.7,0.3,1,13,0.017083000000000004,0.03086903491918893,0.7268390655517578
BA,16,1.7,0.3,2,13,0.181436,0.3555329817759898,3.061392068862915
BA,16,1.7,0.3,3,13,0.41351250000000006,0.49200268939011427,6.612884998321533
BA,16,1.7,0.3,4,13,0.41246799999999995,0.49303753654046945,5.800441026687622
BA,16,1.5,0.3,1,14,0.12107349999999999,0.10874509974561708,1.1968741416931152
BA,16,1.5,0.3,2,14,0.363632,0.43334534947496434,3.0731019973754883
BA,16,1.5,0.3,3,14,0.6590635,0.43292229187568376,7.4170920848846436
BA,16,1.5,0.3,4,14,0.608761,0.4463766956860304,7.60852575302124
BA,16,1.7,0.3,1,14,0.04207700000000001,0.04481432032638441,0.7985548973083496
BA,16,1.7,0.3,2,14,0.2001365,0.3493152907629288,2.697122812271118
BA,16,1.7,0.3,3,14,0.3775695,0.4705876118045899,6.599264860153198
BA,16,1.7,0.3,4,14,0.3718295,0.4744112107985179,6.76822829246521
BA,16,1.5,0.3,1,15,0.1578565,0.088146462524178,0.9631869792938232
BA,16,1.5,0.3,2,15,0.5188425,0.45040914839352336,3.0637218952178955
BA,16,1.5,0.3,3,15,0.6421560000000001,0.4504465048254606,7.342444181442261
BA,16,1.5,0.3,4,15,0.7014765000000001,0.42096120940526977,9.35267686843872
BA,16,1.7,0.3,1,15,0.020539500000000006,0.03418415121768689,0.8467798233032227
BA,16,1.7,0.3,2,15,0.1186585,0.3029185528935216,2.5622568130493164
BA,16,1.7,0.3,3,15,0.37268500000000004,0.473348851310365,6.5731940269470215
BA,16,1.7,0.3,4,15,0.3848,0.46533876401470875,6.651650667190552
BA,16,1.5,0.3,1,16,0.1988445,0.09177350371402067,1.0108819007873535
BA,16,1.5,0.3,2,16,0.5846644999999999,0.4322891706214475,3.291642904281616
BA,16,1.5,0.3,3,16,0.5992365,0.45832701423966066,7.516844987869263
BA,16,1.5,0.3,4,16,0.6162635,0.44055367437225484,9.408943176269531
BA,16,1.7,0.3,1,16,0.027409,0.03223491861157303,0.7255709171295166
BA,16,1.7,0.3,2,16,0.3779295,0.46983597241316144,2.5174360275268555
BA,16,1.7,0.3,3,16,0.518887,0.49450049666411117,6.183258056640625
BA,16,1.7,0.3,4,16,0.47647649999999997,0.4874584468474157,5.991142988204956
BA,16,1.5,0.3,1,17,0.07369450000000002,0.07251706945881596,0.8357479572296143
BA,16,1.5,0.3,2,17,0.5551060000000001,0.4585547529197175,3.1696839332580566
BA,16,1.5,0.3,3,17,0.627464,0.47042613925987087,6.813960075378418
BA,16,1.5,0.3,4,17,0.6500205,0.44293143799339274,6.947325944900513
BA,16,1.7,0.3,1,17,0.03357899999999999,0.04261359727401077,0.7271120548248291
BA,16,1.7,0.3,2,17,0.166217,0.3608345507453227,2.5661461353302
BA,16,1.7,0.3,3,17,0.4565275,0.5047276754310711,5.671927213668823
BA,16,1.7,0.3,4,17,0.46721700000000005,0.4951826199133109,6.374407768249512
BA,16,1.5,0.3,1,18,0.108847,0.04533607441274437,1.0150132179260254
BA,16,1.5,0.3,2,18,0.4748375,0.4429267281078986,3.1012637615203857
BA,16,1.5,0.3,3,18,0.6756745000000001,0.45470466119258457,7.469017267227173
BA,16,1.5,0.3,4,18,0.635477,0.45948232786703047,6.725693941116333
BA,16,1.7,0.3,1,18,0.0306635,0.040911907837385644,0.7684168815612793
BA,16,1.7,0.3,2,18,0.21716649999999998,0.40267096244001555,2.5912110805511475
BA,16,1.7,0.3,3,18,0.42179099999999997,0.4853697787840134,6.16687273979187
BA,16,1.7,0.3,4,18,0.46209200000000006,0.49969038414433775,5.808973789215088
BA,16,1.5,0.3,1,19,0.11721149999999998,0.1368805006018023,1.128809928894043
BA,16,1.5,0.3,2,19,0.561441,0.4581646172317957,3.4116952419281006
BA,16,1.5,0.3,3,19,0.6173434999999999,0.4822168434513232,6.386812925338745
BA,16,1.5,0.3,4,19,0.6496395,0.45327234014645335,7.316500186920166
BA,16,1.7,0.3,1,19,0.012077000000000001,0.024877532687780333,0.7643051147460938
BA,16,1.7,0.3,2,19,0.221793,0.4005852461100541,2.7465362548828125
BA,16,1.7,0.3,3,19,0.35,0.4893604849295929,6.893283128738403
BA,16,1.7,0.3,4,19,0.421833,0.4852616251716289,6.631598234176636
BA,16,1.5,0.3,1,20,0.10386950000000002,0.07467590525767083,1.1541218757629395
BA,16,1.5,0.3,2,20,0.529828,0.4372125586942809,3.1320459842681885
BA,16,1.5,0.3,3,20,0.6307935,0.4652394984733527,8.217865943908691
BA,16,1.5,0.3,4,20,0.6834220000000001,0.44362601744451846,7.08203125
BA,16,1.7,0.3,1,20,0.0070655,0.019406066190755918,0.7666292190551758
BA,16,1.7,0.3,2,20,0.1236905,0.30177428526484035,2.45776104927063
BA,16,1.7,0.3,3,20,0.3543955,0.4864373578805828,5.826496839523315
BA,16,1.7,0.3,4,20,0.3592425,0.48302194882977717,7.004791021347046
BA,16,1.5,0.3,1,21,0.11140000000000003,0.11706130413725875,1.0066640377044678
BA,16,1.5,0.3,2,21,0.44815000000000005,0.43160962165510525,3.5465781688690186
BA,16,1.5,0.3,3,21,0.6733025,0.4341842782296961,7.097705841064453
BA,16,1.5,0.3,4,21,0.6886685,0.413071570863363,9.657112121582031
BA,16,1.7,0.3,1,21,0.019161,0.036511713318792424,0.7304980754852295
BA,16,1.7,0.3,2,21,0.1321045,0.29954017597987187,2.53570294380188
BA,16,1.7,0.3,3,21,0.3157905,0.4606138148792669,6.2894508838653564
BA,16,1.7,0.3,4,21,0.3262675,0.45425609081308915,7.793426990509033
BA,16,1.5,0.3,1,22,0.13745400000000002,0.04362812388453357,0.9853420257568359
BA,16,1.5,0.3,2,22,0.666868,0.4196562959274875,2.596747875213623
BA,16,1.5,0.3,3,22,0.8700235,0.31749241912665366,7.063963174819946
BA,16,1.5,0.3,4,22,0.912255,0.2700741601564476,5.8091278076171875
BA,16,1.7,0.3,1,22,0.024211000000000003,0.03969833297573881,0.7331671714782715
BA,16,1.7,0.3,2,22,0.1826645,0.35406411935626336,2.5969889163970947
