topo,z,b,theta,L,net_realization,rho_mean,rho_std,seconds
BA,16,1.5,0.3,4,6,0.5869254999999999,0.4700652248747816,8.322697877883911
BA,16,1.7,0.3,1,6,0.017122000000000005,0.03084211621519476,0.7105510234832764
BA,16,1.7,0.3,2,6,0.2067155,0.4074595324107272,2.6034739017486572
BA,16,1.7,0.3,3,6,0.25293299999999996,0.4427152432682946,6.1417601108551025
BA,16,1.7,0.3,4,6,0.32493399999999995,0.4551221889998333,6.671011686325073
BA,16,1.5,0.3,1,7,0.157386,0.05631441429014517,0.9841969013214111
BA,16,1.5,0.3,2,7,0.5457949999999999,0.4685313752960863,2.981653928756714
BA,16,1.5,0.3,3,7,0.5891655,0.46857128192741954,6.669034957885742
BA,16,1.5,0.3,4,7,0.5892999999999999,0.4681897637429552,6.421268939971924
BA,16,1.7,0.3,1,7,0.05753400000000001,0.044801330031948604,0.8130960464477539
BA,16,1.7,0.3,2,7,0.382026,0.4665416015680533,2.7206289768218994
BA,16,1.7,0.3,3,7,0.5165185,0.4969502149191183,6.563441276550293
BA,16,1.7,0.3,4,7,0.46685350000000003,0.4958213983224944,6.820115804672241
BA,16,1.5,0.3,1,8,0.11375799999999998,0.148274691157644,0.9829111099243164
BA,16,1.5,0.3,2,8,0.651344,0.40927696189872775,3.19026517868042
BA,16,1.5,0.3,3,8,0.649724,0.4414631085784967,6.292569160461426
BA,16,1.5,0.3,4,8,0.655575,0.43619858345169243,7.175787925720215
BA,16,1.7,0.3,1,8,0.039479999999999994,0.04866235084203889,0.7088921070098877
BA,16,1.7,0.3,2,8,0.27095199999999997,0.4329657845433784,2.5887598991394043
BA,16,1.7,0.3,3,8,0.414969,0.4914631189343017,6.00986385345459
BA,16,1.7,0.3,4,8,0.376199,0.471096634839225,6.884882926940918
BA,16,1.5,0.3,1,9,0.093116,0.06124853462479091,0.9755408763885498
BA,16,1.5,0.3,2,9,0.31838549999999993,0.40735791693449447,3.4857187271118164
BA,16,1.5,0.3,3,9,0.5905205,0.4659812179236751,8.018316745758057
BA,16,1.5,0.3,4,9,0.596795,0.4576864911532899,6.9726011753082275
BA,16,1.7,0.3,1,9,0.023183000000000002,0.03876033785361418,0.6566569805145264
BA,16,1.7,0.3,2,9,0.121004,0.30237628070092787,2.6409196853637695
BA,16,1.7,0.3,3,9,0.25612500000000005,0.44088268795917274,6.2026660442352295
BA,16,1.7,0.3,4,9,0.26952950000000003,0.43396589126790525,5.821827173233032
BA,16,1.5,0.3,1,10,0.10388749999999998,0.0599239915818803,1.0017740726470947
BA,16,1.5,0.3,2,10,0.5184675000000001,0.4497611405469048,3.1722753047943115
BA,16,1.5,0.3,3,10,0.6039705000000001,0.4510571854803125,7.849191188812256
BA,16,1.5,0.3,4,10,0.632114,0.4633389854477923,7.013060092926025
BA,16,1.7,0.3,1,10,0.04085500000000001,0.03901955589323466,0.7405257225036621
BA,16,1.7,0.3,2,10,0.24054450000000002,0.39211837217155954,2.4957430362701416
BA,16,1.7,0.3,3,10,0.35269300000000003,0.48747760297377013,5.919259309768677
BA,16,1.7,0.3,4,10,0.37300999999999995,0.47312091082846663,6.085422992706299
BA,16,1.5,0.3,1,11,0.0972125,0.07102262863082145,0.9828109741210938
BA,16,1.5,0.3,2,11,0.47735900000000003,0.43870907449134516,3.7029261589050293
BA,16,1.5,0.3,3,11,0.6019829999999999,0.45448761907866037,7.014261722564697
BA,16,1.5,0.3,4,11,0.653594,0.43543003013234244,7.398338079452515
BA,16,1.7,0.3,1,11,0.0626965,0.04126576703770968,0.8149099349975586
BA,16,1.7,0.3,2,11,0.198853,0.34796021366786956,2.9721851348876953
BA,16,1.7,0.3,3,11,0.38675399999999993,0.4629589702224957,6.96436882019043
BA,16,1.7,0.3,4,11,0.368434,0.47654236756916074,6.919303894042969
BA,16,1.5,0.3,1,12,0.15452900000000003,0.1369770937400619,0.9836721420288086
BA,16,1.5,0.3,2,12,0.5134479999999999,0.4263908970787004,3.386713981628418
BA,16,1.5,0.3,3,12,0.470116,0.4468028827052084,9.29322600364685
BA,16,1.5,0.3,4,12,0.5175825000000001,0.4489141998888453,7.41143012046814
BA,16,1.7,0.3,1,12,0.030250500000000003,0.0482509119057541,0.7450151443481445
BA,16,1.7,0.3,2,12,0.27282,0.43207737656216405,2.722288131713867
BA,16,1.7,0.3,3,12,0.37322049999999996,0.47307559050464215,6.631834983825684
BA,16,1.7,0.3,4,12,0.36942949999999997,0.47584558795203835,7.328956127166748
BA,16,1.5,0.3,1,13,0.147638,0.1379256372336767,1.1364960670471191
BA,16,1.5,0.3,2,13,0.46892199999999995,0.44764047948043495,4.41783881187439
