topo,z,b,theta,L,net_realization,rho_mean,rho_std,seconds
BA,16,1.7,0.3,4,6,0.4520035,0.48905663678203526,31.559057235717773
BA,16,1.5,0.3,1,7,0.1434602,0.110040590508937,5.225175857543945
BA,16,1.5,0.3,2,7,0.4094352,0.42129595222188576,15.948382377624512
BA,16,1.5,0.3,3,7,0.5164979000000001,0.4422509561832969,38.17502212524414
BA,16,1.5,0.3,4,7,0.5247933,0.446509503732388,39.17985987663269
BA,16,1.7,0.3,1,7,0.043783,0.045823052852546536,3.8138670921325684
BA,16,1.7,0.3,2,7,0.21479990000000002,0.38400052662920275,13.156599998474121
BA,16,1.7,0.3,3,7,0.3538151,0.4571909213055661,31.514800786972046
BA,16,1.7,0.3,4,7,0.3269043,0.44439797168857464,31.340310096740723
BA,16,1.5,0.3,1,8,0.16453669999999998,0.18502776278745664,5.0651140213012695
BA,16,1.5,0.3,2,8,0.5894709,0.4345683476903643,15.160276174545288
BA,16,1.5,0.3,3,8,0.7232225,0.4171017505088239,33.13314890861511
BA,16,1.5,0.3,4,8,0.7306104999999999,0.40565592315241306,34.792564868927
BA,16,1.7,0.3,1,8,0.0344497,0.04229974130004231,3.59981369972229
BA,16,1.7,0.3,2,8,0.27522749999999996,0.4219158522005677,13.484026908874512
BA,16,1.7,0.3,3,8,0.4779033,0.4852864206161703,30.158380031585693
BA,16,1.7,0.3,4,8,0.5163582,0.4869639087125928,31.81432294845581
BA,16,1.5,0.3,1,9,0.0910097,0.05796623270709013,4.6948699951171875
BA,16,1.5,0.3,2,9,0.4464382,0.44722197947779846,15.243086099624634
BA,16,1.5,0.3,3,9,0.7026619,0.4267688382111219,33.572656869888306
BA,16,1.5,0.3,4,9,0.7126421,0.42170596242888336,31.315836906433105
BA,16,1.7,0.3,1,9,0.020023999999999997,0.03216684719685563,3.573983907699585
BA,16,1.7,0.3,2,9,0.14478990000000003,0.3334180888292892,12.927153825759888
BA,16,1.7,0.3,3,9,0.4062246,0.47796746308775606,30.592247009277344
BA,16,1.7,0.3,4,9,0.4140084,0.48158549723691774,30.287206888198853
BA,16,1.5,0.3,1,10,0.10184219999999998,0.0724295632841684,4.954429864883423
BA,16,1.5,0.3,2,10,0.5057221999999999,0.4431172051388443,15.121338129043579
BA,16,1.5,0.3,3,10,0.5569724,0.45725896634099183,37.3163948059082
BA,16,1.5,0.3,4,10,0.6137707,0.44893359241034136,38.99151086807251
BA,16,1.7,0.3,1,10,0.025135900000000003,0.03679927832227698,3.6529929637908936
BA,16,1.7,0.3,2,10,0.24541069999999998,0.4043243197857533,12.474831104278564
BA,16,1.7,0.3,3,10,0.4218381,0.48509356102391066,30.23853087425232
BA,16,1.7,0.3,4,10,0.47687650000000004,0.4861463155137826,30.54098391532898
BA,16,1.5,0.3,1,11,0.11721379999999999,0.06423657721330431,4.727077960968018
BA,16,1.5,0.3,2,11,0.4678749999999999,0.4202272949646814,18.09635090827942
BA,16,1.5,0.3,3,11,0.5949314,0.4527515740871855,38.34007978439331
BA,16,1.5,0.3,4,11,0.5955545999999999,0.4395595946712062,37.18489909172058
BA,16,1.7,0.3,1,11,0.046059600000000006,0.03993318500301283,4.087605953216553
BA,16,1.7,0.3,2,11,0.23587259999999996,0.38587247654214424,13.960500240325928
BA,16,1.7,0.3,3,11,0.4255787000000001,0.4725656242358346,33.067574977874756
BA,16,1.7,0.3,4,11,0.40424279999999996,0.46980317806003946,34.10682916641235
BA,16,1.5,0.3,1,12,0.1350868,0.11824881462134637,5.167593002319336
BA,16,1.5,0.3,2,12,0.4199166000000001,0.42202376966476735,17.89199423789978
BA,16,1.5,0.3,3,12,0.44788759999999994,0.4370648172029019,42.104187965393066
BA,16,1.5,0.3,4,12,0.4746127,0.4338701490632789,38.22708296775818
BA,16,1.7,0.3,1,12,0.035365,0.04655931797072408,3.9267711639404297
BA,16,1.7,0.3,2,12,0.19917020000000002,0.36622292630510556,13.93226170539856
BA,16,1.7,0.3,3,12,0.3358788,0.44891594338451396,33.47651481628418
BA,16,1.7,0.3,4,12,0.33918129999999996,0.4567409991630649,33.20064425468445
BA,16,1.5,0.3,1,13,0.14738250000000003,0.12074364889397836,5.486577033996582
BA,16,1.5,0.3,2,13,0.40652849999999996,0.4124575140247842,17.70510482788086
