topo,z,corr,L,regime,b,theta,net_realization,rho_mean,rho_std,seconds
ER,4,corr,2,coop,1.0,0.0,2,1.0,0.0,2.9649131298065186
ER,4,corr,2,coop,1.0,0.0,3,1.0,0.0,2.9617738723754883
ER,4,corr,2,coop,1.0,0.0,4,1.0,0.0,2.9382710456848145
ER,4,corr,2,coop,1.0,0.0,5,1.0,0.0,2.876114845275879
ER,4,corr,2,coop,1.0,0.0,6,1.0,0.0,2.9840991497039795
ER,4,corr,2,coop,1.0,0.0,7,1.0,0.0,2.907656192779541
ER,4,corr,2,coop,1.0,0.0,8,1.0,0.0,2.889181137084961
ER,4,corr,2,coop,1.0,0.0,9,1.0,0.0,2.9424047470092773
ER,4,corr,2,defect,1.7,0.6,0,0.000692048929663609,0.0021162167671834498,3.300175905227661
ER,4,corr,2,defect,1.7,0.6,1,6.330275229357798e-05,0.0006330275229357797,3.3169422149658203
ER,4,corr,2,defect,1.7,0.6,2,5.6122448979591816e-05,0.0004080434270581104,3.3500940799713135
ER,4,corr,2,defect,1.7,0.6,3,0.0009353955375253553,0.0026195341801552303,3.3158888816833496
ER,4,corr,2,defect,1.7,0.6,4,0.0,0.0,3.2599680423736572
ER,4,corr,2,defect,1.7,0.6,5,4.6900826446280993e-05,0.0004690082644628099,3.2580668926239014
ER,4,corr,2,defect,1.7,0.6,6,0.0,0.0,3.361077070236206
ER,4,corr,2,defect,1.7,0.6,7,0.0024267074413863395,0.003066937690461471,3.277820110321045
ER,4,corr,2,defect,1.7,0.6,8,4.028925619834711e-06,4.028925619834709e-05,3.232074022293091
ER,4,corr,2,defect,1.7,0.6,9,0.0006094416243654819,0.0024934161030645205,3.2734761238098145
ER,4,corr,2,transition,1.3,0.4,0,0.5103373088685015,0.20814379616564865,5.0516862869262695
ER,4,corr,2,transition,1.3,0.4,1,0.44641039755351686,0.18740843469092394,5.353988885879517
ER,4,corr,2,transition,1.3,0.4,2,0.4796792857142858,0.20419925055459168,5.139983177185059
ER,4,corr,2,transition,1.3,0.4,3,0.519283874239351,0.25038204587832924,4.816762208938599
ER,4,corr,2,transition,1.3,0.4,4,0.5672897645854659,0.2658045888802595,4.784964084625244
ER,4,corr,2,transition,1.3,0.4,5,0.6071462809917356,0.25365190115605885,4.823614120483398
ER,4,corr,2,transition,1.3,0.4,6,0.4586548321464904,0.20244774495820575,4.742877960205078
ER,4,corr,2,transition,1.3,0.4,7,0.5233801223241591,0.20356740315956104,4.9549031257629395
ER,4,corr,2,transition,1.3,0.4,8,0.49975361570247934,0.244957281237506,4.756963014602661
ER,4,corr,2,transition,1.3,0.4,9,0.5472389847715736,0.25700214488155676,4.635589838027954
ER,4,corr,2,bistable,1.9,0.0,0,0.9404333333333337,0.2327701642858357,3.2683629989624023
ER,4,corr,2,bistable,1.9,0.0,1,0.44283618756371057,0.4962867858004184,3.460846185684204
ER,4,corr,2,bistable,1.9,0.0,2,0.5518835714285715,0.49793960988260455,3.2641520500183105
ER,4,corr,2,bistable,1.9,0.0,3,0.5730774847870183,0.49406418133517904,3.394807815551758
ER,4,corr,2,bistable,1.9,0.0,4,0.7112764585465712,0.4528273611932506,3.2762508392333984
ER,4,corr,2,bistable,1.9,0.0,5,0.8309335743801652,0.3754752577861081,3.0698838233947754
ER,4,corr,2,bistable,1.9,0.0,6,0.5642542217700917,0.4940119447744726,3.5058109760284424
ER,4,corr,2,bistable,1.9,0.0,7,0.7825625891946992,0.4110628480316008,3.225414991378784
ER,4,corr,2,bistable,1.9,0.0,8,0.614187396694215,0.485251310004934,3.324833869934082
ER,4,corr,2,bistable,1.9,0.0,9,0.81101269035533,0.3900828362936711,3.1834611892700195
ER,4,corr,3,coop,1.4,0.2,0,1.0,0.0,4.540553092956543
ER,4,corr,3,coop,1.4,0.2,1,1.0,0.0,4.856812000274658
ER,4,corr,3,coop,1.4,0.2,2,1.0,0.0,5.0212767124176025
ER,4,corr,3,coop,1.4,0.2,3,1.0,0.0,4.839925050735474
ER,4,corr,3,coop,1.4,0.2,4,1.0,0.0,4.497130870819092
ER,4,corr,3,coop,1.4,0.2,5,1.0,0.0,4.4434592723846436
ER,4,corr,3,coop,1.4,0.2,6,1.0,0.0,4.81964898109436
ER,4,corr,3,coop,1.4,0.2,7,1.0,0.0,4.424649000167847
ER,4,corr,3,coop,1.4,0.2,8,1.0,0.0,4.393971920013428
ER,4,corr,3,coop,1.4,0.2,9,1.0,0.0,4.554572820663452
ER,4,corr,3,defect,1.7,0.5,0,0.0011742099898063205,0.0026882346686420144,4.889953136444092
ER,4,corr,3,defect,1.7,0.5,1,0.0,0.0,5.1723058223724365
ER,4,corr,3,defect,1.7,0.5,2,3.530612244897957e-05,0.00035306122448979573,5.287214994430542
ER,4,corr,3,defect,1.7,0.5,3,0.0009072008113590264,0.0030607382092922623,5.152928113937378
ER,4,corr,3,defect,1.7,0.5,4,0.0,0.0,4.8203840255737305
ER,4,corr,3,defect,1.7,0.5,5,8.347107438016529e-05,0.0005918125174657139,4.765378952026367
ER,4,corr,3,defect,1.7,0.5,6,0.0,0.0,5.138589859008789
ER,4,corr,3,defect,1.7,0.5,7,0.0030768603465851168,0.003037651905078334,4.716179847717285
ER,4,corr,3,defect,1.7,0.5,8,8.78099173553719e-06,6.198999256117548e-05,4.686057090759277
ER,4,corr,3,defect,1.7,0.5,9,0.0007569543147208119,0.002624697085114508,4.895026922225952
ER,4,corr,3,transition,2.0,0.0,0,0.8408902140672783,0.36642628452307824,4.801714897155762
ER,4,corr,3,transition,2.0,0.0,1,0.371461875637105,0.4842237206214847,5.148818016052246
ER,4,corr,3,transition,2.0,0.0,2,0.5603571428571429,0.49848487912760914,5.192190170288086
ER,4,corr,3,transition,2.0,0.0,3,0.5415090263691684,0.4993012422160145,5.162431001663208
ER,4,corr,3,transition,2.0,0.0,4,0.6805487205731832,0.46803788960320847,4.626611948013306
ER,4,corr,3,transition,2.0,0.0,5,0.7600744834710744,0.4291021097134471,4.556579828262329
ER,4,corr,3,transition,2.0,0.0,6,0.4832042726347915,0.49913483970773753,5.222550868988037
ER,4,corr,3,transition,2.0,0.0,7,0.7218505606523955,0.44832126747462164,4.610671043395996
ER,4,corr,3,transition,2.0,0.0,8,0.5812427685950413,0.4946004967259097,4.663914918899536
ER,4,corr,3,transition,2.0,0.0,9,0.7923286294416243,0.4044549796046295,4.790900945663452
ER,4,corr,3,bistable,1.9,0.3,0,0.7520932721712538,0.43161477621875094,4.679196119308472
ER,4,corr,3,bistable,1.9,0.3,1,0.44111885830784914,0.4979264520662648,5.074173212051392
ER,4,corr,3,bistable,1.9,0.3,2,0.53094,0.5006283572302626,5.170907020568848
ER,4,corr,3,bistable,1.9,0.3,3,0.5809310344827586,0.49495806365636374,5.118201732635498
ER,4,corr,3,bistable,1.9,0.3,4,0.7209839303991811,0.44966156413070674,4.653955936431885
ER,4,corr,3,bistable,1.9,0.3,5,0.8112478305785124,0.3917811491189246,4.581239223480225
ER,4,corr,3,bistable,1.9,0.3,6,0.53113499491353,0.5004410926215994,5.017970085144043
ER,4,corr,3,bistable,1.9,0.3,7,0.8212296636085626,0.3835102443342018,4.533031940460205
ER,4,corr,3,bistable,1.9,0.3,8,0.5807807851239669,0.49513044009559826,4.631534099578857
ER,4,corr,3,bistable,1.9,0.3,9,0.7518119796954315,0.4318640622956245,4.757499933242798
ER,4,corr,4,coop,1.0,0.0,0,1.0,0.0,9.837543964385986
ER,4,corr,4,coop,1.0,0.0,1,1.0,0.0,10.806495904922485
ER,4,corr,4,coop,1.0,0.0,2,1.0,0.0,11.137134075164795
ER,4,corr,4,coop,1.0,0.0,3,1.0,0.0,10.655664920806885
ER,4,corr,4,coop,1.0,0.0,4,1.0,0.0,9.66390085220337
ER,4,corr,4,coop,1.0,0.0,5,1.0,0.0,9.574170112609863
ER,4,corr,4,coop,1.0,0.0,6,1.0,0.0,10.692531108856201
ER,4,corr,4,coop,1.0,0.0,7,1.0,0.0,9.219064950942993
ER,4,corr,4,coop,1.0,0.0,8,1.0,0.0,9.16212797164917
ER,4,corr,4,coop,1.0,0.0,9,1.0,0.0,9.79769515991211
ER,4,corr,4,defect,1.7,0.5,0,0.0015328236493374115,0.0032398080983847047,10.15517520904541
ER,4,corr,4,defect,1.7,0.5,1,6.330275229357798e-05,0.0006330275229357797,11.069186925888062
ER,4,corr,4,defect,1.7,0.5,2,4.54081632653061e-05,0.00036624693581312456,11.3941969871521
ER,4,corr,4,defect,1.7,0.5,3,0.0007594320486815419,0.0023589557493558983,10.982493877410889
ER,4,corr,4,defect,1.7,0.5,4,0.0,0.0,9.87575078010559
ER,4,corr,4,defect,1.7,0.5,5,0.02017592975206611,0.14068304734515874,9.78809118270874
ER,4,corr,4,defect,1.7,0.5,6,0.0,0.0,10.85493516921997
ER,4,corr,4,defect,1.7,0.5,7,0.00296901121304791,0.003049642367462514,10.323439836502075
ER,4,corr,4,defect,1.7,0.5,8,3.460743801652893e-05,0.0003080241552879168,15.591650009155273
ER,4,corr,4,defect,1.7,0.5,9,0.0005598984771573601,0.0019521650845553053,10.095304012298584
ER,4,corr,4,transition,1.7,0.4,0,0.6320101936799185,0.48264817435586427,10.023303031921387
ER,4,corr,4,transition,1.7,0.4,1,0.46,0.5009082659620331,10.977349758148193
ER,4,corr,4,transition,1.7,0.4,2,0.49013448979591834,0.5022866733780897,11.373852968215942
ER,4,corr,4,transition,1.7,0.4,3,0.5603963488843814,0.49844140707208495,10.82089900970459
ER,4,corr,4,transition,1.7,0.4,4,0.6904503582395087,0.4641692753980589,9.728670835494995
ER,4,corr,4,transition,1.7,0.4,5,0.7202502066115701,0.45085933448787296,9.719348192214966
ER,4,corr,4,transition,1.7,0.4,6,0.620707019328586,0.48694288263197594,10.772464990615845
ER,4,corr,4,transition,1.7,0.4,7,0.7515159021406729,0.4325650817907273,9.4259192943573
ER,4,corr,4,transition,1.7,0.4,8,0.6504401859504132,0.47877198589093517,9.32426905632019
ER,4,corr,4,transition,1.7,0.4,9,0.6117024365482233,0.4878140444312393,10.06980299949646
ER,4,uncorr,1,coop,1.0,0.0,0,1.0,0.0,2.617269992828369
ER,4,uncorr,1,coop,1.0,0.0,1,1.0,0.0,2.6058716773986816
ER,4,uncorr,1,coop,1.0,0.0,2,1.0,0.0,2.5647850036621094
ER,4,uncorr,1,coop,1.0,0.0,3,1.0,0.0,2.6080219745635986
ER,4,uncorr,1,coop,1.0,0.0,4,1.0,0.0,2.5439157485961914
ER,4,uncorr,1,coop,1.0,0.0,5,1.0,0.0,2.5359089374542236
ER,4,uncorr,1,coop,1.0,0.0,6,1.0,0.0,2.602254867553711
ER,4,uncorr,1,coop,1.0,0.0,7,1.0,0.0,2.6202569007873535
ER,4,uncorr,1,coop,1.0,0.0,8,1.0,0.0,2.5562551021575928
ER,4,uncorr,1,coop,1.0,0.0,9,1.0,0.0,2.58406400680542
ER,4,uncorr,1,defect,1.7,0.0,0,0.0004439347604485221,0.0015247518104706394,3.0114312171936035
ER,4,uncorr,1,defect,1.7,0.0,1,0.00022110091743119263,0.0015555643778536997,2.983001947402954
ER,4,uncorr,1,defect,1.7,0.0,2,0.00019632653061224493,0.0014104514763569936,2.9562129974365234
ER,4,uncorr,1,defect,1.7,0.0,3,0.0011097363083164302,0.002817113634194295,2.9503140449523926
ER,4,uncorr,1,defect,1.7,0.0,4,0.0,0.0,2.952883005142212
ER,4,uncorr,1,defect,1.7,0.0,5,8.088842975206616e-05,0.0008088842975206615,3.022594690322876
ER,4,uncorr,1,defect,1.7,0.0,6,8.646998982706002e-06,8.646998982706005e-05,2.972539186477661
ER,4,uncorr,1,defect,1.7,0.0,7,0.0024127420998980623,0.0033802105905488674,2.9780752658843994
ER,4,uncorr,1,defect,1.7,0.0,8,4.028925619834711e-06,4.028925619834709e-05,2.917304039001465
ER,4,uncorr,1,defect,1.7,0.0,9,0.0007756345177664972,0.0027413009522579534,2.9322991371154785
ER,4,uncorr,1,transition,1.3,0.5,0,0.4241993883792049,0.027408347451867657,5.26624608039856
ER,4,uncorr,1,transition,1.3,0.5,1,0.38714138634046896,0.028774532116319137,5.340096712112427
ER,4,uncorr,1,transition,1.3,0.5,2,0.3990880612244897,0.027942071032019213,5.740581035614014
ER,4,uncorr,1,transition,1.3,0.5,3,0.3867449290060852,0.025570846044800404,5.46737003326416
ER,4,uncorr,1,transition,1.3,0.5,4,0.40664452405322415,0.030279733138477826,5.32777214050293
ER,4,uncorr,1,transition,1.3,0.5,5,0.4436852272727274,0.03360130897358737,5.338332176208496
ER,4,uncorr,1,transition,1.3,0.5,6,0.3847420142421159,0.027489946440990624,5.155318021774292
ER,4,uncorr,1,transition,1.3,0.5,7,0.43418318042813453,0.03703952616260351,4.7285356521606445
ER,4,uncorr,1,transition,1.3,0.5,8,0.3745849173553719,0.03516088792979814,4.6506547927856445
ER,4,uncorr,1,transition,1.3,0.5,9,0.40626101522842634,0.028521648751340906,5.368365049362183
ER,4,uncorr,1,bistable,1.3,0.2,0,0.8728701325178388,0.24114123039144994,3.0924620628356934
ER,4,uncorr,1,bistable,1.3,0.2,1,0.7491300713557594,0.30301748798759864,3.6152420043945312
ER,4,uncorr,1,bistable,1.3,0.2,2,0.8005798979591836,0.27999032445877714,3.413130044937134
ER,4,uncorr,1,bistable,1.3,0.2,3,0.7309549695740364,0.3058328128090354,3.6257829666137695
ER,4,uncorr,1,bistable,1.3,0.2,4,0.7859321392016376,0.28715351111802734,3.395153045654297
ER,4,uncorr,1,bistable,1.3,0.2,5,0.8085441115702481,0.2690021827436496,3.552600145339966
ER,4,uncorr,1,bistable,1.3,0.2,6,0.7776186164801628,0.2983283147237747,3.4202880859375
ER,4,uncorr,1,bistable,1.3,0.2,7,0.8358039755351682,0.25876186029460363,3.3678019046783447
ER,4,uncorr,1,bistable,1.3,0.2,8,0.6728267561983471,0.3164970578803318,3.8724210262298584
ER,4,uncorr,1,bistable,1.3,0.2,9,0.8155131979695431,0.2769680036418958,3.4646008014678955
ER,4,uncorr,2,coop,1.3,0.1,0,1.0,0.0,2.9649457931518555
ER,4,uncorr,2,coop,1.3,0.1,1,1.0,0.0,2.987004280090332
ER,4,uncorr,2,coop,1.3,0.1,2,1.0,0.0,3.0386948585510254
ER,4,uncorr,2,coop,1.3,0.1,3,1.0,0.0,2.9320480823516846
ER,4,uncorr,2,coop,1.3,0.1,4,1.0,0.0,2.9696621894836426
ER,4,uncorr,2,coop,1.3,0.1,5,1.0,0.0,2.9311811923980713
ER,4,uncorr,2,coop,1.3,0.1,6,1.0,0.0,2.9565210342407227
ER,4,uncorr,2,coop,1.3,0.1,7,1.0,0.0,2.9524009227752686
ER,4,uncorr,2,coop,1.3,0.1,8,0.9860865702479339,0.09803759812573715,3.077587127685547
ER,4,uncorr,2,coop,1.3,0.1,9,1.0,0.0,2.973602056503296
ER,4,uncorr,2,defect,1.7,0.0,0,0.0016079510703363915,0.004787492041173818,3.301568031311035
ER,4,uncorr,2,defect,1.7,0.0,1,0.0,0.0,3.2903270721435547
ER,4,uncorr,2,defect,1.7,0.0,2,0.0002755102040816328,0.0016111492275426155,3.3869688510894775
ER,4,uncorr,2,defect,1.7,0.0,3,0.0012163286004056798,0.003054415020840092,3.337414264678955
ER,4,uncorr,2,defect,1.7,0.0,4,0.0,0.0,3.296121120452881
ER,4,uncorr,2,defect,1.7,0.0,5,0.00010909090909090907,0.000673804686681321,3.26554012298584
ER,4,uncorr,2,defect,1.7,0.0,6,0.00011322482197355035,0.0010484761934649806,3.2792861461639404
ER,4,uncorr,2,defect,1.7,0.0,7,0.002242405708460753,0.003041541926698402,3.2969882488250732
ER,4,uncorr,2,defect,1.7,0.0,8,4.028925619834711e-06,4.028925619834709e-05,3.284377098083496
ER,4,uncorr,2,defect,1.7,0.0,9,0.0008479187817258881,0.0026973574198603896,3.360724925994873
ER,4,uncorr,2,transition,1.3,0.6,0,0.4205606523955147,0.02664095985291841,5.124445915222168
ER,4,uncorr,2,transition,1.3,0.6,1,0.3882603465851172,0.02919362143416679,5.33808708190918
ER,4,uncorr,2,transition,1.3,0.6,2,0.402478469387755,0.02651344428495079,5.539279937744141
ER,4,uncorr,2,transition,1.3,0.6,3,0.39004249492900606,0.025810697867408534,5.743475914001465
ER,4,uncorr,2,transition,1.3,0.6,4,0.40875516888433977,0.028826037825175607,5.303226947784424
ER,4,uncorr,2,transition,1.3,0.6,5,0.4500240702479339,0.032477953930424026,5.312453985214233
ER,4,uncorr,2,transition,1.3,0.6,6,0.3793859613428281,0.025152021361567658,5.198032855987549
ER,4,uncorr,2,transition,1.3,0.6,7,0.4360123343527015,0.03128665869139928,5.177006959915161
ER,4,uncorr,2,transition,1.3,0.6,8,0.3726495867768594,0.032981287942550834,4.948545932769775
ER,4,uncorr,2,transition,1.3,0.6,9,0.4088716751269035,0.02818969906385096,5.625536918640137
ER,4,uncorr,2,bistable,1.5,0.0,0,0.9214726809378186,0.2676918477402417,3.073758125305176
ER,4,uncorr,2,bistable,1.5,0.0,1,0.9209664627930684,0.2693798045814277,3.094398021697998
ER,4,uncorr,2,bistable,1.5,0.0,2,0.9303737755102042,0.25507898263407747,3.1444900035858154
ER,4,uncorr,2,bistable,1.5,0.0,3,0.8508721095334686,0.3550318026335613,3.3356480598449707
ER,4,uncorr,2,bistable,1.5,0.0,4,0.8013566018423747,0.39931159378148146,3.1573870182037354
ER,4,uncorr,2,bistable,1.5,0.0,5,0.8820065082644628,0.321198446220627,3.1003520488739014
ER,4,uncorr,2,bistable,1.5,0.0,6,0.8822379450661241,0.32078388580201006,3.1677370071411133
ER,4,uncorr,2,bistable,1.5,0.0,7,0.8712750254841999,0.3347161300973664,3.0750012397766113
ER,4,uncorr,2,bistable,1.5,0.0,8,0.687889256198347,0.45807742368635807,3.2418570518493652
ER,4,uncorr,2,bistable,1.5,0.0,9,0.890813502538071,0.31167430466416274,3.1906800270080566
ER,4,uncorr,3,coop,1.2,0.1,0,1.0,0.0,4.724138975143433
ER,4,uncorr,3,coop,1.2,0.1,1,1.0,0.0,4.802886962890625
ER,4,uncorr,3,coop,1.2,0.1,2,1.0,0.0,5.26872706413269
ER,4,uncorr,3,coop,1.2,0.1,3,1.0,0.0,4.842641830444336
ER,4,uncorr,3,coop,1.2,0.1,4,1.0,0.0,4.805905342102051
ER,4,uncorr,3,coop,1.2,0.1,5,1.0,0.0,4.754692077636719
ER,4,uncorr,3,coop,1.2,0.1,6,1.0,0.0,4.569839000701904
ER,4,uncorr,3,coop,1.2,0.1,7,1.0,0.0,4.656505823135376
ER,4,uncorr,3,coop,1.2,0.1,8,1.0,0.0,4.801855087280273
ER,4,uncorr,3,coop,1.2,0.1,9,0.9999313705583757,0.0006862944162436711,4.83218789100647
ER,4,uncorr,3,defect,1.7,0.1,0,0.0006572884811416924,0.002135959811134824,4.886898040771484
ER,4,uncorr,3,defect,1.7,0.1,1,7.2375127420999e-06,7.2375127420999e-05,4.906023263931274
ER,4,uncorr,3,defect,1.7,0.1,2,7.795918367346944e-05,0.0007795918367346941,5.449908971786499
ER,4,uncorr,3,defect,1.7,0.1,3,0.0005476673427991887,0.001861742230973802,5.188101053237915
ER,4,uncorr,3,defect,1.7,0.1,4,0.0,0.0,5.018532991409302
ER,4,uncorr,3,defect,1.7,0.1,5,0.0,0.0,4.970447063446045
ER,4,uncorr,3,defect,1.7,0.1,6,0.0,0.0,4.903236150741577
ER,4,uncorr,3,defect,1.7,0.1,7,0.0020532110091743107,0.002604522216303343,5.013878107070923
ER,4,uncorr,3,defect,1.7,0.1,8,4.028925619834711e-06,4.028925619834709e-05,4.998911142349243
ER,4,uncorr,3,defect,1.7,0.1,9,0.000762944162436548,0.0030669606348177453,5.132692813873291
ER,4,uncorr,3,transition,1.3,0.3,0,0.4546189602446484,0.12834500520509035,7.52770209312439
ER,4,uncorr,3,transition,1.3,0.3,1,0.4354916411824669,0.16978399577680586,7.461801052093506
ER,4,uncorr,3,transition,1.3,0.3,2,0.4759430612244897,0.205752185900279,8.699723958969116
ER,4,uncorr,3,transition,1.3,0.3,3,0.4148454361054768,0.1509727735143453,8.380131006240845
ER,4,uncorr,3,transition,1.3,0.3,4,0.4429801432958034,0.1441575508648864,7.801222801208496
ER,4,uncorr,3,transition,1.3,0.3,5,0.4925357438016529,0.15474365116546146,8.758126735687256
ER,4,uncorr,3,transition,1.3,0.3,6,0.43620651068158695,0.17982635585731652,7.12188196182251
ER,4,uncorr,3,transition,1.3,0.3,7,0.46143832823649333,0.11423130866153086,8.604405164718628
ER,4,uncorr,3,transition,1.3,0.3,8,0.39500805785123966,0.11092827730481856,7.901187181472778
ER,4,uncorr,3,transition,1.3,0.3,9,0.43000791878172584,0.12003245998556762,8.04180121421814
ER,4,uncorr,3,bistable,1.5,0.1,0,0.5319497451580021,0.48991527993776807,4.941157102584839
ER,4,uncorr,3,bistable,1.5,0.1,1,0.3792888888888889,0.478338966971387,5.08487606048584
ER,4,uncorr,3,bistable,1.5,0.1,2,0.6047858163265306,0.48661956745075613,5.470047950744629
ER,4,uncorr,3,bistable,1.5,0.1,3,0.38337383367139954,0.4752036896812375,5.423083066940308
ER,4,uncorr,3,bistable,1.5,0.1,4,0.48759559877175024,0.4950034136684096,5.012131214141846
ER,4,uncorr,3,bistable,1.5,0.1,5,0.5017060950413224,0.491375690146572,4.930917739868164
ER,4,uncorr,3,bistable,1.5,0.1,6,0.4797358087487284,0.4926662441635026,4.952649116516113
ER,4,uncorr,3,bistable,1.5,0.1,7,0.477668501529052,0.49446865395291656,4.901823997497559
ER,4,uncorr,3,bistable,1.5,0.1,8,0.31102510330578514,0.4535869625464218,5.146972894668579
ER,4,uncorr,3,bistable,1.5,0.1,9,0.4594288324873096,0.4820023221136709,5.408786773681641
ER,4,uncorr,4,coop,1.1,0.3,0,0.999956880733945,0.00043119266055046106,10.432101964950562
ER,4,uncorr,4,coop,1.1,0.3,1,1.0,0.0,10.43837833404541
ER,4,uncorr,4,coop,1.1,0.3,2,1.0,0.0,12.161993026733398
ER,4,uncorr,4,coop,1.1,0.3,3,1.0,0.0,10.75436782836914
ER,4,uncorr,4,coop,1.1,0.3,4,0.9999868986693962,0.00013101330603888518,10.719129085540771
ER,4,uncorr,4,coop,1.1,0.3,5,0.9999780991735537,0.00021900826446280552,10.649281978607178
ER,4,uncorr,4,coop,1.1,0.3,6,1.0,0.0,9.850328207015991
ER,4,uncorr,4,coop,1.1,0.3,7,0.9997299694189603,0.0018786601452939011,10.208951950073242
ER,4,uncorr,4,coop,1.1,0.3,8,0.9997019628099173,0.001731406985268952,10.690629959106445
ER,4,uncorr,4,coop,1.1,0.3,9,0.9998374619289341,0.0011575245572287977,10.636104822158813
ER,4,uncorr,4,defect,1.7,0.0,0,0.0024365953109072376,0.005533443467239912,10.570549964904785
ER,4,uncorr,4,defect,1.7,0.0,1,0.00012548419979612635,0.0012548419979612638,10.467509984970093
ER,4,uncorr,4,defect,1.7,0.0,2,9.88775510204082e-05,0.0008058565001287406,12.047864198684692
ER,4,uncorr,4,defect,1.7,0.0,3,0.011391784989858015,0.09993836051339532,11.355658054351807
ER,4,uncorr,4,defect,1.7,0.0,4,0.0,0.0,10.62734580039978
ER,4,uncorr,4,defect,1.7,0.0,5,0.020120971074380167,0.14068968225856543,10.555176973342896
ER,4,uncorr,4,defect,1.7,0.0,6,0.00039420142421159733,0.0026258506619546112,10.250141859054565
ER,4,uncorr,4,defect,1.7,0.0,7,0.01231600407747197,0.09981550393421715,10.771677732467651
ER,4,uncorr,4,defect,1.7,0.0,8,0.00012489669421487603,0.0005790620097256032,10.680366277694702
ER,4,uncorr,4,defect,1.7,0.0,9,0.0015593908629441624,0.004230425338813512,11.197032928466797
ER,4,uncorr,4,transition,1.4,0.2,0,0.8197120285423037,0.3319114253082741,11.662657976150513
ER,4,uncorr,4,transition,1.4,0.2,1,0.5871750254841998,0.4071357926355874,13.537617921829224
ER,4,uncorr,4,transition,1.4,0.2,2,0.785155306122449,0.3552612932955046,13.471899032592773
ER,4,uncorr,4,transition,1.4,0.2,3,0.6254005070993915,0.4089782471944816,13.132575988769531
ER,4,uncorr,4,transition,1.4,0.2,4,0.6365450358239508,0.40514112418811093,12.931696891784668
ER,4,uncorr,4,transition,1.4,0.2,5,0.7407638429752068,0.3715609587500158,12.886948823928833
ER,4,uncorr,4,transition,1.4,0.2,6,0.7242623601220753,0.38686039602431804,11.805948257446289
ER,4,uncorr,4,transition,1.4,0.2,7,0.7106256880733944,0.38891907547855675,13.677176237106323
ER,4,uncorr,4,transition,1.4,0.2,8,0.5353627066115703,0.41468507050316494,14.744704961776733
ER,4,uncorr,4,transition,1.4,0.2,9,0.7191329949238578,0.3854429353860397,13.575371026992798
ER,4,uncorr,4,bistable,1.5,0.1,0,0.7190348623853211,0.44216970605282846,10.529652833938599
ER,4,uncorr,4,bistable,1.5,0.1,1,0.5760847094801224,0.4906354607819637,10.706902027130127
ER,4,uncorr,4,bistable,1.5,0.1,2,0.716315,0.446372804026659,12.66254210472107
ER,4,uncorr,4,bistable,1.5,0.1,3,0.6298958417849898,0.4747659391909004,11.367347002029419
ER,4,uncorr,4,bistable,1.5,0.1,4,0.6663467758444217,0.4674165708564245,10.959419012069702
ER,4,uncorr,4,bistable,1.5,0.1,5,0.6854736570247933,0.460949726648756,10.84893012046814
ER,4,uncorr,4,bistable,1.5,0.1,6,0.6853271617497455,0.46121899523758025,10.327470779418945
ER,4,uncorr,4,bistable,1.5,0.1,7,0.6944621814475024,0.4582020970928534,10.502810001373291
ER,4,uncorr,4,bistable,1.5,0.1,8,0.5688970041322313,0.4889938692108479,10.92186689376831
ER,4,uncorr,4,bistable,1.5,0.1,9,0.7677403045685278,0.4156801537302301,11.203973770141602
ER,16,corr,1,coop,1.1,0.1,0,0.9977333999999999,0.0070473167355894475,2.919281005859375
ER,16,corr,1,coop,1.1,0.1,1,0.9952114999999998,0.008738237736373175,2.9090981483459473
ER,16,corr,1,coop,1.1,0.1,2,1.0,0.0,2.8897018432617188
ER,16,corr,1,coop,1.1,0.1,3,0.9983297999999999,0.006940492804090923,2.950180768966675
ER,16,corr,1,coop,1.1,0.1,4,0.9997495000000001,0.001438126148215744,2.892677068710327
ER,16,corr,1,coop,1.1,0.1,5,0.9983472,0.004949604020484546,2.9314498901367188
ER,16,corr,1,coop,1.1,0.1,6,0.9987621,0.00676378283002325,2.8979499340057373
ER,16,corr,1,coop,1.1,0.1,7,0.999677,0.0022724545088845627,2.934281826019287
ER,16,corr,1,coop,1.1,0.1,8,0.9986078,0.005304062590090484,2.9023780822753906
ER,16,corr,1,coop,1.1,0.1,9,0.9994160999999999,0.0033795573480394046,2.8985660076141357
ER,16,corr,1,defect,1.4,0.0,0,0.002256999999999999,0.009130010842260696,3.255769968032837
ER,16,corr,1,defect,1.4,0.0,1,0.00027959999999999997,0.0027960000000000003,3.2076008319854736
ER,16,corr,1,defect,1.4,0.0,2,0.0008827000000000003,0.006388670979068174,3.2104740142822266
ER,16,corr,1,defect,1.4,0.0,3,0.0005527999999999999,0.005528000000000001,3.292746067047119
ER,16,corr,1,defect,1.4,0.0,4,0.0010264999999999992,0.007264732210543553,3.2165372371673584
ER,16,corr,1,defect,1.4,0.0,5,0.002820399999999999,0.011333065854241103,3.226963996887207
ER,16,corr,1,defect,1.4,0.0,6,0.00121,0.006983659571464021,3.1889638900756836
ER,16,corr,1,defect,1.4,0.0,7,0.0014710999999999997,0.007306220111188225,3.2211079597473145
ER,16,corr,1,defect,1.4,0.0,8,0.0037986000000000005,0.012488523298685807,3.2186338901519775
ER,16,corr,1,defect,1.4,0.0,9,0.0030660999999999996,0.011498321519581748,3.27339506149292
ER,16,corr,1,transition,1.1,0.3,0,0.3314045,0.028165038445856348,5.297539234161377
