topo,z,corr,L,regime,b,theta,net_realization,rho_mean,rho_std,seconds
BA,16,corr,2,coop,1.0,0.0,9,1.0,0.0,11.167155027389526
BA,16,corr,2,defect,2.0,0.6,0,0.0020630999999999987,0.008253015328357321,12.026685237884521
BA,16,corr,2,defect,2.0,0.6,1,0.0012921000000000002,0.007437203408227689,19.146063804626465
BA,16,corr,2,defect,2.0,0.6,2,0.004942700000000001,0.015317408849034651,12.19350290298462
BA,16,corr,2,defect,2.0,0.6,3,0.0017616999999999997,0.008116827022869954,11.645437955856323
BA,16,corr,2,defect,2.0,0.6,4,0.0093937,0.01942823830787225,12.862717866897583
BA,16,corr,2,defect,2.0,0.6,5,0.0009066999999999998,0.0064040974975070235,11.714370012283325
BA,16,corr,2,defect,2.0,0.6,6,0.0,0.0,11.307943105697632
BA,16,corr,2,defect,2.0,0.6,7,0.005206899999999999,0.014728131996662407,11.77512788772583
BA,16,corr,2,defect,2.0,0.6,8,0.0021337999999999995,0.009940647478048311,11.831696033477783
BA,16,corr,2,defect,2.0,0.6,9,0.0,0.0,11.29186201095581
BA,16,corr,2,transition,1.5,0.3,0,0.561745,0.4417411572734568,16.564414978027344
BA,16,corr,2,transition,1.5,0.3,1,0.47021609999999997,0.43678471132846775,17.045500993728638
BA,16,corr,2,transition,1.5,0.3,2,0.48791689999999993,0.4333728497685977,17.368662118911743
BA,16,corr,2,transition,1.5,0.3,3,0.45862899999999995,0.42871589234184526,17.40169906616211
BA,16,corr,2,transition,1.5,0.3,4,0.46773000000000003,0.42824266902273667,18.594330072402954
BA,16,corr,2,transition,1.5,0.3,5,0.5058157999999999,0.4474945272667555,16.099157094955444
BA,16,corr,2,transition,1.5,0.3,6,0.47993660000000005,0.45629643172225726,15.697178840637207
BA,16,corr,2,transition,1.5,0.3,7,0.4094352,0.42129595222188576,16.430719137191772
BA,16,corr,2,transition,1.5,0.3,8,0.5894709,0.4345683476903643,15.646785020828247
BA,16,corr,2,transition,1.5,0.3,9,0.4464382,0.44722197947779846,15.668819904327393
BA,16,corr,2,bistable,1.8,0.0,0,0.5162766,0.49648603973013083,13.186788082122803
BA,16,corr,2,bistable,1.8,0.0,1,0.5166767,0.496391279227426,20.506579399108887
BA,16,corr,2,bistable,1.8,0.0,2,0.6188264,0.4798932594480535,14.131866931915283
BA,16,corr,2,bistable,1.8,0.0,3,0.4285834,0.489287944208642,13.781091213226318
BA,16,corr,2,bistable,1.8,0.0,4,0.5731244,0.49415928483897337,12.378322124481201
BA,16,corr,2,bistable,1.8,0.0,5,0.42923900000000004,0.4891587679884722,13.530597925186157
BA,16,corr,2,bistable,1.8,0.0,6,0.38740719999999995,0.4825507203614701,12.837493896484375
BA,16,corr,2,bistable,1.8,0.0,7,0.5348804,0.4969373166838748,13.082627058029175
BA,16,corr,2,bistable,1.8,0.0,8,0.5410049000000001,0.49065742573951043,15.144646167755127
BA,16,corr,2,bistable,1.8,0.0,9,0.2087912,0.3982283928314646,13.594556093215942
BA,16,corr,3,coop,1.0,0.0,0,0.9722974999999999,0.12174011573238855,35.02969479560852
BA,16,corr,3,coop,1.0,0.0,1,0.8934622999999999,0.14810535088687116,62.150177001953125
BA,16,corr,3,coop,1.0,0.0,2,0.9978149999999999,0.02185000000000002,29.844687938690186
BA,16,corr,3,coop,1.0,0.0,3,0.9985697,0.014303000000000019,31.20498514175415
BA,16,corr,3,coop,1.0,0.0,4,0.8691490999999999,0.23089866986110213,41.77660012245178
BA,16,corr,3,coop,1.0,0.0,5,1.0,0.0,28.4603271484375
BA,16,corr,3,coop,1.0,0.0,6,1.0,0.0,29.849003076553345
BA,16,corr,3,coop,1.0,0.0,7,0.8198862,0.20245371017393565,58.28886604309082
BA,16,corr,3,coop,1.0,0.0,8,1.0,0.0,29.494039058685303
BA,16,corr,3,coop,1.0,0.0,9,1.0,0.0,28.40790891647339
BA,16,corr,3,defect,2.0,0.6,0,0.002114899999999999,0.008291420598754744,29.369417905807495
BA,16,corr,3,defect,2.0,0.6,1,0.0019825999999999997,0.010059254708621772,29.154642820358276
BA,16,corr,3,defect,2.0,0.6,2,0.0041805,0.014554679998147845,29.949251890182495
BA,16,corr,3,defect,2.0,0.6,3,0.0010685999999999998,0.006552526850094711,28.806169986724854
BA,16,corr,3,defect,2.0,0.6,4,0.009106199999999998,0.021021753945603468,30.89305281639099
BA,16,corr,3,defect,2.0,0.6,5,0.0009483999999999999,0.005902251534094183,29.00899887084961
BA,16,corr,3,defect,2.0,0.6,6,0.0,0.0,28.733119010925293
BA,16,corr,3,defect,2.0,0.6,7,0.005609799999999998,0.014823303860251033,29.43405795097351
BA,16,corr,3,defect,2.0,0.6,8,0.0026759999999999996,0.010595526214283824,29.127310752868652
BA,16,corr,3,defect,2.0,0.6,9,0.0,0.0,28.243419885635376
BA,16,corr,3,transition,1.7,0.2,0,0.4994740000000001,0.4846123586033595,33.696221113204956
BA,16,corr,3,transition,1.7,0.2,1,0.4469452,0.4798964777475503,33.49414682388306
BA,16,corr,3,transition,1.7,0.2,2,0.48721430000000004,0.47716078898835546,34.080751180648804
BA,16,corr,3,transition,1.7,0.2,3,0.4509146,0.47767823242658003,34.841299057006836
BA,16,corr,3,transition,1.7,0.2,4,0.46085990000000004,0.4728455796568262,34.26094603538513
BA,16,corr,3,transition,1.7,0.2,5,0.5287693,0.4842225754028906,32.008695125579834
BA,16,corr,3,transition,1.7,0.2,6,0.5077967,0.4951885118342675,31.233166933059692
BA,16,corr,3,transition,1.7,0.2,7,0.3824679,0.4668793302089454,31.115957975387573
BA,16,corr,3,transition,1.7,0.2,8,0.5766781000000001,0.4808225729391962,31.448412895202637
BA,16,corr,3,transition,1.7,0.2,9,0.4717359,0.4906064763355802,30.474683046340942
BA,16,corr,3,bistable,1.8,0.1,0,0.48373330000000003,0.4944448732681139,30.421741008758545
BA,16,corr,3,bistable,1.8,0.1,1,0.46504959999999995,0.4926354176170725,32.04200077056885
BA,16,corr,3,bistable,1.8,0.1,2,0.4497805,0.49065043820819,30.559277057647705
BA,16,corr,3,bistable,1.8,0.1,3,0.4440142,0.4859725097790715,31.63355803489685
BA,16,corr,3,bistable,1.8,0.1,4,0.5530449000000001,0.4876118739957079,31.2796049118042
BA,16,corr,3,bistable,1.8,0.1,5,0.46538290000000004,0.4961415051147864,29.756926774978638
BA,16,corr,3,bistable,1.8,0.1,6,0.43461830000000007,0.49375085690564696,34.05686402320862
BA,16,corr,3,bistable,1.8,0.1,7,0.40592639999999997,0.48782686180449325,30.48671293258667
BA,16,corr,3,bistable,1.8,0.1,8,0.454113,0.48698276082673025,33.13830304145813
BA,16,corr,3,bistable,1.8,0.1,9,0.33629109999999995,0.468452143191163,30.376497983932495
BA,16,corr,4,coop,1.0,0.0,0,0.9722974999999999,0.12174011573238855,35.06301522254944
BA,16,corr,4,coop,1.0,0.0,1,0.8934622999999999,0.14810535088687116,68.91916990280151
BA,16,corr,4,coop,1.0,0.0,2,0.9978149999999999,0.02185000000000002,30.209455013275146
BA,16,corr,4,coop,1.0,0.0,3,0.9985697,0.014303000000000019,31.504127025604248
BA,16,corr,4,coop,1.0,0.0,4,0.8691490999999999,0.23089866986110213,42.25135898590088
BA,16,corr,4,coop,1.0,0.0,5,1.0,0.0,28.82155418395996
BA,16,corr,4,coop,1.0,0.0,6,1.0,0.0,29.597460985183716
BA,16,corr,4,coop,1.0,0.0,7,0.8198862,0.20245371017393565,59.25656986236572
BA,16,corr,4,coop,1.0,0.0,8,1.0,0.0,29.88943099975586
BA,16,corr,4,coop,1.0,0.0,9,1.0,0.0,28.794735193252563
BA,16,corr,4,defect,2.0,0.6,0,0.002554099999999998,0.008844788809282448,29.604076862335205
BA,16,corr,4,defect,2.0,0.6,1,0.0019825999999999997,0.010059254708621772,29.347471237182617
BA,16,corr,4,defect,2.0,0.6,2,0.0038214999999999994,0.013062286709872396,30.13792395591736
BA,16,corr,4,defect,2.0,0.6,3,0.0010685999999999998,0.006552526850094711,28.882933855056763
BA,16,corr,4,defect,2.0,0.6,4,0.0082158,0.020182296431588878,31.16248893737793
BA,16,corr,4,defect,2.0,0.6,5,0.0014157999999999992,0.006721983109863703,29.53949213027954
BA,16,corr,4,defect,2.0,0.6,6,0.0,0.0,37.2008638381958
BA,16,corr,4,defect,2.0,0.6,7,0.005293799999999999,0.014267966931684287,31.781864166259766
BA,16,corr,4,defect,2.0,0.6,8,0.003403999999999999,0.011210229004950535,29.640382051467896
BA,16,corr,4,defect,2.0,0.6,9,0.0,0.0,28.672872066497803
BA,16,corr,4,transition,1.7,0.2,0,0.53093,0.4873487440895447,31.946438789367676
BA,16,corr,4,transition,1.7,0.2,1,0.45543890000000004,0.482242043870664,31.612807989120483
BA,16,corr,4,transition,1.7,0.2,2,0.4588512,0.4738877779873819,33.17221927642822
BA,16,corr,4,transition,1.7,0.2,3,0.4329566,0.4734396700768374,33.636358976364136
BA,16,corr,4,transition,1.7,0.2,4,0.49352140000000005,0.48089290205671065,31.734307765960693
BA,16,corr,4,transition,1.7,0.2,5,0.5353829,0.48709930143780955,32.11397910118103
BA,16,corr,4,transition,1.7,0.2,6,0.4695438,0.4926142285841893,32.280157804489136
BA,16,corr,4,transition,1.7,0.2,7,0.4113083,0.47436643798542477,32.73124313354492
BA,16,corr,4,transition,1.7,0.2,8,0.5782278000000001,0.47895079698280557,31.9726779460907
BA,16,corr,4,transition,1.7,0.2,9,0.46209720000000004,0.4896336005339898,31.73207926750183
BA,16,corr,4,bistable,1.8,0.1,0,0.5064873999999999,0.4920130608548492,30.909022092819214
BA,16,corr,4,bistable,1.8,0.1,1,0.4850011,0.49367877081491285,31.13869595527649
BA,16,corr,4,bistable,1.8,0.1,2,0.48294209999999993,0.48989347766135993,36.19767117500305
BA,16,corr,4,bistable,1.8,0.1,3,0.42732149999999997,0.4874607185590767,31.346179962158203
BA,16,corr,4,bistable,1.8,0.1,4,0.5070532,0.4960127251542133,31.288766860961914
BA,16,corr,4,bistable,1.8,0.1,5,0.4477308,0.49236683409889187,30.35745096206665
BA,16,corr,4,bistable,1.8,0.1,6,0.3961452999999999,0.4855947019839267,30.690978050231934
BA,16,corr,4,bistable,1.8,0.1,7,0.43005180000000004,0.4880050766530525,30.063153982162476
BA,16,corr,4,bistable,1.8,0.1,8,0.527222,0.4949529029283207,29.988927841186523
BA,16,corr,4,bistable,1.8,0.1,9,0.4238964,0.4928796792004386,29.925920724868774
BA,16,uncorr,1,coop,1.0,0.0,0,0.9722974999999999,0.12174011573238855,13.05213737487793
BA,16,uncorr,1,coop,1.0,0.0,1,0.8934622999999999,0.14810535088687116,5.876652956008911
BA,16,uncorr,1,coop,1.0,0.0,2,0.9978149999999999,0.02185000000000002,2.905596971511841
BA,16,uncorr,1,coop,1.0,0.0,3,0.9985697,0.014303000000000019,3.0007271766662598
BA,16,uncorr,1,coop,1.0,0.0,4,0.8691490999999999,0.23089866986110213,4.012279033660889
BA,16,uncorr,1,coop,1.0,0.0,5,1.0,0.0,2.7977190017700195
BA,16,uncorr,1,coop,1.0,0.0,6,1.0,0.0,2.8298168182373047
BA,16,uncorr,1,coop,1.0,0.0,7,0.8198862,0.20245371017393565,5.558982849121094
BA,16,uncorr,1,coop,1.0,0.0,8,1.0,0.0,2.888296127319336
BA,16,uncorr,1,coop,1.0,0.0,9,1.0,0.0,2.7731082439422607
BA,16,uncorr,1,defect,2.0,0.0,0,0.0013747999999999994,0.00849391148310531,3.2696378231048584
BA,16,uncorr,1,defect,2.0,0.0,1,0.0045379,0.014728253292240869,3.223710060119629
BA,16,uncorr,1,defect,2.0,0.0,2,0.005774699999999999,0.019724490824681105,3.229578971862793
BA,16,uncorr,1,defect,2.0,0.0,3,0.0029365000000000003,0.012792796219005842,3.255676031112671
BA,16,uncorr,1,defect,2.0,0.0,4,0.024569000000000004,0.10355880389245697,3.533079147338867
BA,16,uncorr,1,defect,2.0,0.0,5,0.0037739999999999996,0.013426143048981605,3.283665895462036
BA,16,uncorr,1,defect,2.0,0.0,6,0.0002293999999999999,0.0022939999999999983,3.2063019275665283
BA,16,uncorr,1,defect,2.0,0.0,7,0.009186099999999997,0.019958071904152292,3.223484754562378
BA,16,uncorr,1,defect,2.0,0.0,8,0.0031073999999999997,0.012271781593344444,3.2808101177215576
BA,16,uncorr,1,defect,2.0,0.0,9,0.0,0.0,3.168635845184326
BA,16,uncorr,1,transition,1.4,0.4,0,0.7195691,0.38331288172872796,4.979902982711792
BA,16,uncorr,1,transition,1.4,0.4,1,0.608133,0.4087861251314677,5.659600019454956
BA,16,uncorr,1,transition,1.4,0.4,2,0.6460703000000001,0.42143902956335566,5.249126195907593
BA,16,uncorr,1,transition,1.4,0.4,3,0.42531960000000013,0.3531852330123956,5.902688980102539
BA,16,uncorr,1,transition,1.4,0.4,4,0.554468,0.3885700149928133,5.571213722229004
BA,16,uncorr,1,transition,1.4,0.4,5,0.5331658,0.4308981582675232,4.609209060668945
BA,16,uncorr,1,transition,1.4,0.4,6,0.45315300000000003,0.3811924314025475,5.9879372119903564
BA,16,uncorr,1,transition,1.4,0.4,7,0.4739922,0.3814148233483573,5.51246190071106
BA,16,uncorr,1,transition,1.4,0.4,8,0.5695315,0.4137481626566669,5.132761001586914
BA,16,uncorr,1,transition,1.4,0.4,9,0.3020603,0.31967096274629236,5.864544630050659
BA,16,uncorr,1,bistable,1.6,0.0,0,0.742547,0.42527656391001745,3.4586758613586426
BA,16,uncorr,1,bistable,1.6,0.0,1,0.7341335000000001,0.43156206261865365,3.634719133377075
BA,16,uncorr,1,bistable,1.6,0.0,2,0.7436136999999999,0.41543789222004335,3.583768129348755
BA,16,uncorr,1,bistable,1.6,0.0,3,0.7047262000000001,0.44369577216595096,3.7716169357299805
BA,16,uncorr,1,bistable,1.6,0.0,4,0.7144115999999999,0.44949133978628397,3.381582021713257
BA,16,uncorr,1,bistable,1.6,0.0,5,0.5738308,0.4754701107870806,3.966395139694214
BA,16,uncorr,1,bistable,1.6,0.0,6,0.5864667,0.47993529386689304,3.825866937637329
BA,16,uncorr,1,bistable,1.6,0.0,7,0.6345656000000001,0.4628681555244714,3.8316540718078613
BA,16,uncorr,1,bistable,1.6,0.0,8,0.6612029000000001,0.4468863032053177,4.1422388553619385
BA,16,uncorr,1,bistable,1.6,0.0,9,0.3251188,0.42679415796528064,4.490598917007446
BA,16,uncorr,2,coop,1.0,0.0,0,0.9722974999999999,0.12174011573238855,21.21799397468567
BA,16,uncorr,2,coop,1.0,0.0,1,0.8934622999999999,0.14810535088687116,24.08182406425476
BA,16,uncorr,2,coop,1.0,0.0,2,0.9978149999999999,0.02185000000000002,11.8021080493927
BA,16,uncorr,2,coop,1.0,0.0,3,0.9985697,0.014303000000000019,12.211040019989014
BA,16,uncorr,2,coop,1.0,0.0,4,0.8691490999999999,0.23089866986110213,16.6246280670166
BA,16,uncorr,2,coop,1.0,0.0,5,1.0,0.0,11.06107473373413
BA,16,uncorr,2,coop,1.0,0.0,6,1.0,0.0,11.76179027557373
BA,16,uncorr,2,coop,1.0,0.0,7,0.8198862,0.20245371017393565,22.300631999969482
BA,16,uncorr,2,coop,1.0,0.0,8,1.0,0.0,11.628143787384033
BA,16,uncorr,2,coop,1.0,0.0,9,1.0,0.0,11.414023876190186
BA,16,uncorr,2,defect,2.0,0.6,0,0.0017426999999999987,0.0069158232935987276,11.87392807006836
BA,16,uncorr,2,defect,2.0,0.6,1,0.0020333,0.009039418061965598,11.532181978225708
BA,16,uncorr,2,defect,2.0,0.6,2,0.0031638000000000005,0.012802210808128326,12.137602806091309
BA,16,uncorr,2,defect,2.0,0.6,3,0.0013576999999999994,0.00711824300972189,11.471752882003784
BA,16,uncorr,2,defect,2.0,0.6,4,0.009116099999999999,0.019712732638340814,12.522626876831055
BA,16,uncorr,2,defect,2.0,0.6,5,0.0007731999999999997,0.005647118847051765,11.565170049667358
BA,16,uncorr,2,defect,2.0,0.6,6,0.0,0.0,11.6963369846344
BA,16,uncorr,2,defect,2.0,0.6,7,0.005193999999999999,0.013982337198600007,11.539081811904907
BA,16,uncorr,2,defect,2.0,0.6,8,0.002329499999999999,0.009526022771780718,11.818840026855469
BA,16,uncorr,2,defect,2.0,0.6,9,0.0,0.0,11.611999034881592
BA,16,uncorr,2,transition,1.8,0.0,0,0.5958503,0.4876202253875241,12.642505884170532
BA,16,uncorr,2,transition,1.8,0.0,1,0.45479610000000004,0.496071921402359,13.344918012619019
BA,16,uncorr,2,transition,1.8,0.0,2,0.5643241,0.4907415181298129,13.583352088928223
BA,16,uncorr,2,transition,1.8,0.0,3,0.40198900000000004,0.4813646227354188,13.123037815093994
BA,16,uncorr,2,transition,1.8,0.0,4,0.5425930999999999,0.4983177925491935,12.277404069900513
BA,16,uncorr,2,transition,1.8,0.0,5,0.3379067,0.46760525158644467,12.912621021270752
BA,16,uncorr,2,transition,1.8,0.0,6,0.38434579999999996,0.4846563347762489,12.93838095664978
BA,16,uncorr,2,transition,1.8,0.0,7,0.5292925,0.4933653521558119,13.01377010345459
BA,16,uncorr,2,transition,1.8,0.0,8,0.4784459,0.4943109923619835,14.304199934005737
BA,16,uncorr,2,transition,1.8,0.0,9,0.17644169999999998,0.3626793160173017,13.883871793746948
BA,16,uncorr,3,coop,1.0,0.0,0,0.9722974999999999,0.12174011573238855,38.672866106033325
BA,16,uncorr,3,coop,1.0,0.0,1,0.8934622999999999,0.14810535088687116,68.16321778297424
BA,16,uncorr,3,coop,1.0,0.0,2,0.9978149999999999,0.02185000000000002,29.836427927017212
BA,16,uncorr,3,coop,1.0,0.0,3,0.9985697,0.014303000000000019,31.118176698684692
BA,16,uncorr,3,coop,1.0,0.0,4,0.8691490999999999,0.23089866986110213,41.64020609855652
BA,16,uncorr,3,coop,1.0,0.0,5,1.0,0.0,28.324230194091797
BA,16,uncorr,3,coop,1.0,0.0,6,1.0,0.0,29.19716501235962
BA,16,uncorr,3,coop,1.0,0.0,7,0.8198862,0.20245371017393565,58.1991081237793
BA,16,uncorr,3,coop,1.0,0.0,8,1.0,0.0,29.393391132354736
BA,16,uncorr,3,coop,1.0,0.0,9,1.0,0.0,28.40364098548889
BA,16,uncorr,3,defect,2.0,0.7,0,0.0015665999999999992,0.0067462467260610065,29.23214316368103
BA,16,uncorr,3,defect,2.0,0.7,1,0.0015389,0.00779891780824737,28.9607412815094
BA,16,uncorr,3,defect,2.0,0.7,2,0.004566399999999999,0.014933440172777987,29.895872116088867
BA,16,uncorr,3,defect,2.0,0.7,3,0.0016016999999999993,0.007480222820507716,28.623472213745117
BA,16,uncorr,3,defect,2.0,0.7,4,0.0092941,0.019467365392970726,31.243644952774048
BA,16,uncorr,3,defect,2.0,0.7,5,0.0011358999999999994,0.006163842612159618,28.70408296585083
BA,16,uncorr,3,defect,2.0,0.7,6,0.0,0.0,28.395750999450684
BA,16,uncorr,3,defect,2.0,0.7,7,0.0049625999999999984,0.013849551254080179,35.49206781387329
BA,16,uncorr,3,defect,2.0,0.7,8,0.002329499999999999,0.009526022771780718,28.94211983680725
BA,16,uncorr,3,defect,2.0,0.7,9,0.0,0.0,28.33644127845764
BA,16,uncorr,3,transition,1.7,0.1,0,0.5132125999999999,0.490146423823648,31.21025800704956
BA,16,uncorr,3,transition,1.7,0.1,1,0.4270805,0.48111338505968204,32.72150802612305
BA,16,uncorr,3,transition,1.7,0.1,2,0.4586424000000001,0.4738511911366864,33.70596408843994
BA,16,uncorr,3,transition,1.7,0.1,3,0.4380635,0.4790254371335197,32.946958780288696
BA,16,uncorr,3,transition,1.7,0.1,4,0.518048,0.4815483521145539,30.63164186477661
BA,16,uncorr,3,transition,1.7,0.1,5,0.5112715,0.491831995747696,30.400779008865356
BA,16,uncorr,3,transition,1.7,0.1,6,0.4818356,0.4909911172339747,32.27886915206909
BA,16,uncorr,3,transition,1.7,0.1,7,0.41704,0.4794277272041336,31.17302894592285
BA,16,uncorr,3,transition,1.7,0.1,8,0.5935741,0.4807455657896957,30.911678075790405
BA,16,uncorr,3,transition,1.7,0.1,9,0.4640987,0.4878415277684595,31.232189178466797
BA,16,uncorr,4,coop,1.0,0.0,0,0.9722974999999999,0.12174011573238855,35.0695858001709
BA,16,uncorr,4,coop,1.0,0.0,1,0.8934622999999999,0.14810535088687116,62.668676137924194
BA,16,uncorr,4,coop,1.0,0.0,2,0.9978149999999999,0.02185000000000002,30.027916193008423
BA,16,uncorr,4,coop,1.0,0.0,3,0.9985697,0.014303000000000019,31.544819355010986
BA,16,uncorr,4,coop,1.0,0.0,4,0.8691490999999999,0.23089866986110213,42.55502796173096
BA,16,uncorr,4,coop,1.0,0.0,5,1.0,0.0,28.825212955474854
BA,16,uncorr,4,coop,1.0,0.0,6,1.0,0.0,29.613627910614014
BA,16,uncorr,4,coop,1.0,0.0,7,0.8198862,0.20245371017393565,59.132771253585815
BA,16,uncorr,4,coop,1.0,0.0,8,1.0,0.0,29.880441904067993
BA,16,uncorr,4,coop,1.0,0.0,9,1.0,0.0,34.8394513130188
BA,16,uncorr,4,defect,2.0,0.7,0,0.002011499999999999,0.008027207066148737,29.762802124023438
BA,16,uncorr,4,defect,2.0,0.7,1,0.0026736,0.01113939922939829,29.5386700630188
BA,16,uncorr,4,defect,2.0,0.7,2,0.005888699999999999,0.016488373538020448,30.758899927139282
BA,16,uncorr,4,defect,2.0,0.7,3,0.0013576999999999994,0.00711824300972189,29.01067090034485
BA,16,uncorr,4,defect,2.0,0.7,4,0.010341199999999997,0.020142297687235487,31.435370922088623
BA,16,uncorr,4,defect,2.0,0.7,5,0.0006807999999999994,0.005259587240401466,29.258054971694946
BA,16,uncorr,4,defect,2.0,0.7,6,0.0,0.0,28.869688987731934
BA,16,uncorr,4,defect,2.0,0.7,7,0.0046346999999999985,0.013569390796043777,29.95699906349182
BA,16,uncorr,4,defect,2.0,0.7,8,0.002678799999999999,0.010064905954791023,29.898420810699463
BA,16,uncorr,4,defect,2.0,0.7,9,0.0,0.0,28.949820041656494
BA,16,uncorr,4,transition,1.5,0.4,0,0.5725075,0.4413596962289409,42.76134514808655
BA,16,uncorr,4,transition,1.5,0.4,1,0.4524153,0.4396812671834341,45.80821776390076
BA,16,uncorr,4,transition,1.5,0.4,2,0.5071864,0.43199278230390215,50.49699378013611
BA,16,uncorr,4,transition,1.5,0.4,3,0.42422709999999997,0.4180072184126016,49.69288182258606
BA,16,uncorr,4,transition,1.5,0.4,4,0.4524353,0.41391030956299624,43.6864869594574
BA,16,uncorr,4,transition,1.5,0.4,5,0.5428025000000001,0.4552354930207091,43.43053388595581
BA,16,uncorr,4,transition,1.5,0.4,6,0.49620919999999996,0.44318435419061614,39.24477005004883
BA,16,uncorr,4,transition,1.5,0.4,7,0.39481750000000004,0.410449556957756,46.07775902748108
BA,16,uncorr,4,transition,1.5,0.4,8,0.5408963000000001,0.4462400859836518,40.740769147872925
BA,16,uncorr,4,transition,1.5,0.4,9,0.5290885,0.45008628505734005,39.38991117477417
BA,16,uncorr,4,bistable,1.9,0.0,0,0.4914564,0.5010483616217888,32.916489124298096
BA,16,uncorr,4,bistable,1.9,0.0,1,0.42505129999999997,0.49210644958642397,31.928815126419067
BA,16,uncorr,4,bistable,1.9,0.0,2,0.4658506,0.4958618815999863,32.79590320587158
BA,16,uncorr,4,bistable,1.9,0.0,3,0.3255287,0.4654422166517851,32.44917678833008
BA,16,uncorr,4,bistable,1.9,0.0,4,0.6243964,0.4825778480780028,30.781049013137817
BA,16,uncorr,4,bistable,1.9,0.0,5,0.4220494,0.4943743163845048,31.816156148910522
BA,16,uncorr,4,bistable,1.9,0.0,6,0.33111959999999996,0.4718583276252876,30.831896781921387
BA,16,uncorr,4,bistable,1.9,0.0,7,0.4257115,0.4915644157637959,32.63102316856384
BA,16,uncorr,4,bistable,1.9,0.0,8,0.483267,0.4991425519656968,31.660667896270752
BA,16,uncorr,4,bistable,1.9,0.0,9,0.2116891,0.40858362456765,30.777577877044678
ER,4,corr,1,coop,1.0,0.0,0,1.0,0.0,2.655707836151123
ER,4,corr,1,coop,1.0,0.0,1,1.0,0.0,2.6850929260253906
ER,4,corr,1,coop,1.0,0.0,2,1.0,0.0,2.5577080249786377
ER,4,corr,1,coop,1.0,0.0,3,1.0,0.0,2.5592048168182373
ER,4,corr,1,coop,1.0,0.0,4,1.0,0.0,2.590662956237793
ER,4,corr,1,coop,1.0,0.0,5,1.0,0.0,2.5498969554901123
ER,4,corr,1,coop,1.0,0.0,6,1.0,0.0,2.6105101108551025
ER,4,corr,1,coop,1.0,0.0,7,1.0,0.0,2.655463933944702
ER,4,corr,1,coop,1.0,0.0,8,1.0,0.0,2.590837001800537
ER,4,corr,1,coop,1.0,0.0,9,1.0,0.0,2.579569101333618
ER,4,corr,1,defect,1.7,0.4,0,0.00026748216106014285,0.0010377092724843946,3.0010759830474854
ER,4,corr,1,defect,1.7,0.4,1,0.0,0.0,2.967866897583008
ER,4,corr,1,defect,1.7,0.4,2,1.0102040816326528e-05,0.00010102040816326528,2.9443750381469727
ER,4,corr,1,defect,1.7,0.4,3,0.0006227180527383369,0.002070478528649719,2.9913558959960938
ER,4,corr,1,defect,1.7,0.4,4,0.0,0.0,2.9223310947418213
ER,4,corr,1,defect,1.7,0.4,5,4.6900826446280993e-05,0.0004690082644628099,2.9281363487243652
ER,4,corr,1,defect,1.7,0.4,6,0.0,0.0,2.9669411182403564
ER,4,corr,1,defect,1.7,0.4,7,0.0025800203873598358,0.00330470537763136,2.9941999912261963
ER,4,corr,1,defect,1.7,0.4,8,0.00017489669421487597,0.0007975803691467038,2.9290151596069336
ER,4,corr,1,defect,1.7,0.4,9,0.0006011167512690352,0.0025275768464198605,3.0053110122680664
ER,4,corr,1,transition,1.3,0.4,0,0.41971253822629967,0.028321663791652477,4.677366018295288
ER,4,corr,1,transition,1.3,0.4,1,0.38477206931702346,0.031137163202098687,4.8607800006866455
ER,4,corr,1,transition,1.3,0.4,2,0.40401948979591834,0.029576164791212146,4.8013622760772705
ER,4,corr,1,transition,1.3,0.4,3,0.387640060851927,0.023516977730602715,4.661361217498779
ER,4,corr,1,transition,1.3,0.4,4,0.4089463664278404,0.025561512557156874,4.938385963439941
ER,4,corr,1,transition,1.3,0.4,5,0.4514839876033057,0.0343906519955937,5.299571990966797
ER,4,corr,1,transition,1.3,0.4,6,0.38483418107833167,0.025296111762848798,5.373788833618164
ER,4,corr,1,transition,1.3,0.4,7,0.4363208970438328,0.03384568227802175,5.204843044281006
ER,4,corr,1,transition,1.3,0.4,8,0.3839116735537191,0.0255925295577304,4.976155996322632
ER,4,corr,1,transition,1.3,0.4,9,0.4065259898477158,0.025453299047828372,4.738323211669922
ER,4,corr,1,bistable,1.6,0.2,0,0.9506568807339459,0.1831630262352715,3.889943838119507
ER,4,corr,1,bistable,1.6,0.2,1,0.7885034658511727,0.36423080884120923,4.345433950424194
ER,4,corr,1,bistable,1.6,0.2,2,0.8547458163265306,0.3163010778260256,3.939629077911377
ER,4,corr,1,bistable,1.6,0.2,3,0.7861885395537523,0.3162878855505461,4.780154228210449
ER,4,corr,1,bistable,1.6,0.2,4,0.8899846468781987,0.2755630013822962,4.296545028686523
ER,4,corr,1,bistable,1.6,0.2,5,0.9879435950413223,0.0999969229945072,3.3592467308044434
ER,4,corr,1,bistable,1.6,0.2,6,0.7117708036622582,0.3475340362689871,4.675829887390137
ER,4,corr,1,bistable,1.6,0.2,7,0.9549216106014279,0.18854107282792393,3.764214038848877
ER,4,corr,1,bistable,1.6,0.2,8,0.8836597107438015,0.31121833307485547,4.174006938934326
ER,4,corr,1,bistable,1.6,0.2,9,0.943034720812182,0.21927957515503332,3.8417611122131348
ER,4,corr,2,coop,1.0,0.0,0,1.0,0.0,2.938999891281128
ER,4,corr,2,coop,1.0,0.0,1,1.0,0.0,2.9902310371398926
