b,theta,rho_mean,rho_std
1.0,0.0,0.9949182999999999,0.035804365657152906
1.0,0.1,0.9949182999999999,0.035804365657152906
1.0,0.2,0.9949182999999999,0.035804365657152906
1.0,0.3,0.9949182999999999,0.035804365657152906
1.0,0.4,0.9949182999999999,0.035804365657152906
1.0,0.5,0.9949182999999999,0.035804365657152906
1.0,0.6,0.9949182999999999,0.035804365657152906
1.0,0.7,0.9949182999999999,0.035804365657152906
1.0,0.8,0.9949182999999999,0.035804365657152906
1.0,0.9,0.9949182999999999,0.035804365657152906
1.0,1.0,0.9949182999999999,0.035804365657152906
1.1,0.0,0.9724297,0.11756867377598695
1.1,0.1,0.9727135,0.11605585208328695
1.1,0.2,0.9785984000000001,0.08572551686550851
1.1,0.3,0.9511193,0.13843820929365686
1.1,0.4,0.9510494,0.13865983676230653
1.1,0.5,0.9482748999999999,0.1483159306202387
1.1,0.6,0.9482748999999999,0.1483159306202387
1.1,0.7,0.9482748999999999,0.1483159306202387
1.1,0.8,0.9482748999999999,0.1483159306202387
1.1,0.9,0.9482748999999999,0.1483159306202387
1.1,1.0,0.9482748999999999,0.1483159306202387
1.2,0.0,0.9592898,0.13582661931709522
1.2,0.1,0.9380535999999999,0.17822400577754374
1.2,0.2,0.9225566,0.20121987258135457
1.2,0.3,0.8620989000000001,0.24663231463457927
1.2,0.4,0.8534732000000002,0.26117104634366045
1.2,0.5,0.8500709000000001,0.26403299876828984
1.2,0.6,0.8500709000000001,0.26403299876828984
1.2,0.7,0.8500709000000001,0.26403299876828984
1.2,0.8,0.8500709000000001,0.26403299876828984
1.2,0.9,0.8500709000000001,0.26403299876828984
1.2,1.0,0.8500709000000001,0.26403299876828984
1.3,0.0,0.9295912999999999,0.20647818410775098
1.3,0.1,0.8236387999999999,0.31303731403192697
1.3,0.2,0.8057121,0.3160018312128727
1.3,0.3,0.6731678,0.34214881050274665
1.3,0.4,0.6588826,0.3390168738854016
1.3,0.5,0.6588826,0.3390168738854016
1.3,0.6,0.6588826,0.3390168738854016
1.3,0.7,0.6588826,0.3390168738854016
1.3,0.8,0.6588826,0.3390168738854016
1.3,0.9,0.6588826,0.3390168738854016
1.3,1.0,0.6588826,0.3390168738854016
1.4,0.0,0.8703335999999999,0.2600236695190294
1.4,0.1,0.6686083,0.3843761993941836
1.4,0.2,0.5584003000000001,0.3933925101079074
1.4,0.3,0.37559809999999993,0.3190294127844736
1.4,0.4,0.3961362,0.3293652552029572
1.4,0.5,0.3981916,0.328348297206217
1.4,0.6,0.3981916,0.328348297206217
1.4,0.7,0.3981916,0.328348297206217
1.4,0.8,0.3981916,0.328348297206217
1.4,0.9,0.3981916,0.328348297206217
1.4,1.0,0.3981916,0.328348297206217
1.5,0.0,0.622957,0.40175754118119505
1.5,0.1,0.3392576,0.3657130124634491
1.5,0.2,0.24109760000000002,0.29267527881344074
